"sexe","age","revenu","region","conjoint","anneeclient","semainedernier","montantdernier","montantunan","achatunan","yachat","ymontant","train","test"
0,31,3,1,1,10.3,4,2,49,10,0,NA,1,0
0,31,2,4,1,8.4,11,4,22,10,0,NA,1,0
1,20,2,2,0,1.3,8,3,26,5,1,68,1,0
1,41,1,5,0,1.8,13,5,47,10,0,NA,1,0
1,36,1,5,1,2.8,15,3,39,7,0,NA,1,0
1,34,1,3,0,3.9,22,4,70,15,1,59,1,0
0,32,2,1,1,9,19,4,53,12,0,NA,1,0
0,38,1,4,0,8.9,3,3,152,25,0,NA,1,0
0,23,1,3,1,4,40,6,28,5,1,74,1,0
0,38,3,2,1,10.3,16,2,38,12,0,NA,1,0
0,32,2,1,1,2,27,2,20,12,0,NA,1,0
1,45,1,2,1,4.8,4,2,422,17,0,NA,1,0
1,29,1,3,1,5.4,29,5,65,15,1,79,1,0
1,53,1,5,0,9,1,6,172,12,0,NA,1,0
0,47,2,1,0,8.1,6,6,56,15,0,NA,1,0
1,41,2,5,0,5.2,5,2,104,12,0,NA,1,0
1,54,1,5,1,3.8,12,2,75,10,0,NA,1,0
0,32,3,1,0,5.8,3,3,78,20,0,NA,1,0
0,32,2,4,0,10.1,2,4,26,12,0,NA,1,0
0,32,2,3,1,4.2,1,3,41,7,0,NA,1,0
1,33,1,4,0,8.6,6,3,88,30,0,NA,1,0
0,28,2,2,0,9.7,7,5,41,17,0,NA,1,0
1,50,2,4,1,2,11,7,47,12,0,NA,1,0
1,38,1,5,0,9,1,3,45,20,0,NA,1,0
1,43,1,4,1,8,22,7,94,10,1,79,1,0
0,39,2,4,1,3.5,12,3,37,7,0,NA,1,0
1,41,1,5,0,3,2,2,31,7,0,NA,1,0
0,51,3,3,0,5.7,1,2,40,10,0,NA,1,0
1,43,2,5,1,5.3,1,2,15,7,0,NA,1,0
1,35,1,2,0,3.7,3,2,53,15,0,NA,1,0
1,27,1,3,0,6.4,9,3,103,30,1,49,1,0
0,31,3,3,1,8.6,31,2,15,7,1,88,1,0
0,39,3,3,1,4,1,2,42,17,0,NA,1,0
1,27,3,2,1,6.7,18,4,43,12,1,90,1,0
0,25,2,2,0,6.7,15,6,61,15,0,NA,1,0
0,25,2,1,0,5.8,3,7,58,15,1,63,1,0
1,56,2,5,1,4,1,8,154,15,0,NA,1,0
0,38,2,1,0,9,2,4,58,20,0,NA,1,0
1,28,2,3,1,3.4,10,6,36,7,0,NA,1,0
1,49,2,2,1,9.2,2,4,43,17,0,NA,1,0
1,43,1,2,1,5.6,5,2,76,20,0,NA,1,0
0,40,2,2,1,8.6,8,5,78,17,0,NA,1,0
1,58,2,2,1,8.6,17,6,63,10,0,NA,1,0
1,46,1,3,0,9.8,1,8,55,12,0,NA,1,0
0,29,1,5,1,7.3,32,2,16,7,0,NA,1,0
0,46,3,3,1,2.6,17,4,65,15,0,NA,1,0
0,42,2,4,0,1.1,5,3,47,28,0,NA,1,0
1,68,2,5,1,9.7,9,3,59,17,0,NA,1,0
1,43,1,4,0,8.3,17,2,73,15,0,NA,1,0
0,44,3,1,1,10.5,1,3,85,20,0,NA,1,0
0,35,1,1,0,9.7,15,3,43,7,0,NA,1,0
0,33,3,1,1,7.2,7,3,93,12,0,NA,1,0
1,42,1,5,1,3.1,24,2,41,15,0,NA,1,0
1,31,1,5,0,7.3,2,2,63,25,0,NA,1,0
0,37,2,1,1,6.6,8,2,33,10,0,NA,1,0
1,41,2,2,1,10.4,22,2,15,10,0,NA,1,0
1,53,3,1,0,5.9,24,2,137,20,0,NA,1,0
0,54,2,2,0,5.2,5,4,44,17,0,NA,1,0
1,38,1,3,0,1.3,2,12,81,15,1,41,1,0
1,47,1,3,0,9.7,1,6,58,17,0,NA,1,0
1,33,2,4,0,10.6,6,2,145,12,0,NA,1,0
1,39,1,3,0,2.2,4,2,67,10,1,55,1,0
1,38,1,4,0,3.3,1,2,252,17,0,NA,1,0
1,58,2,4,0,3.5,6,8,167,15,0,NA,1,0
0,32,2,4,0,8.5,9,3,46,15,1,69,1,0
1,30,1,3,0,7.2,2,5,60,5,1,62,1,0
1,48,1,3,0,6.9,2,4,93,20,0,NA,1,0
0,27,2,1,0,6.6,9,2,35,12,0,NA,1,0
1,42,2,4,0,6.5,1,2,30,7,0,NA,1,0
0,26,1,1,0,4.1,10,8,64,20,0,NA,1,0
0,23,2,1,0,3.9,4,3,136,20,1,61,1,0
0,30,2,1,0,2.7,4,2,177,15,0,NA,1,0
1,30,3,2,0,4.8,1,3,46,10,0,NA,1,0
1,44,2,5,1,5.8,20,4,62,22,0,NA,1,0
0,35,1,4,0,6.8,9,4,90,20,0,NA,1,0
1,31,1,4,1,9.7,4,3,27,10,0,NA,1,0
0,33,3,1,1,2.7,10,8,49,7,0,NA,1,0
1,35,3,5,1,1.2,4,12,78,17,0,NA,1,0
1,42,3,1,1,2.7,7,4,44,15,0,NA,1,0
1,54,1,2,0,3.7,2,8,32,7,0,NA,1,0
0,28,3,4,1,2.4,9,5,54,10,0,NA,1,0
0,62,2,1,0,9.4,10,2,136,17,0,NA,1,0
1,46,1,3,0,7.8,1,2,32,10,0,NA,1,0
1,43,2,4,0,10.6,9,2,90,20,0,NA,1,0
1,53,3,1,1,10.2,4,3,30,7,0,NA,1,0
0,33,1,1,0,10.4,1,6,232,25,0,NA,1,0
0,29,3,4,1,9.5,1,7,70,17,0,NA,1,0
0,35,1,1,0,7.9,4,4,83,12,0,NA,1,0
1,30,1,3,0,9.1,20,7,26,5,1,75,1,0
1,38,1,2,0,8.1,2,7,56,10,1,68,1,0
1,55,3,1,1,6.4,2,2,21,7,0,NA,1,0
1,30,1,4,0,3.2,4,12,61,15,0,NA,1,0
0,41,3,1,1,10.4,1,3,68,15,0,NA,1,0
1,32,1,5,0,10.9,7,4,30,12,0,NA,1,0
0,31,1,1,0,7.5,1,2,10,5,1,64,1,0
0,39,1,1,0,3.1,35,13,57,7,1,50,1,0
1,31,1,2,1,5.5,15,6,69,12,1,76,1,0
0,22,3,1,0,1.3,3,6,40,17,0,NA,1,0
0,42,1,5,0,1.2,52,4,12,2,1,56,1,0
0,37,2,1,0,2.4,1,4,45,7,0,NA,1,0
1,54,3,4,1,1.4,24,6,35,10,0,NA,1,0
1,49,1,5,1,8.1,7,4,39,12,0,NA,1,0
0,30,2,2,0,9.1,1,4,48,17,0,NA,1,0
0,27,3,5,1,1.7,8,4,33,17,0,NA,1,0
0,27,2,4,0,1.3,7,9,63,12,1,56,1,0
0,49,1,4,0,9,7,4,47,7,1,60,1,0
0,40,3,3,0,4.6,5,2,21,7,0,NA,1,0
0,31,3,2,1,6.7,4,3,47,17,0,NA,1,0
0,39,1,4,0,5.9,13,4,37,15,0,NA,1,0
0,28,2,1,1,9.5,11,3,136,10,0,NA,1,0
1,23,1,2,1,4.9,11,6,70,10,1,77,1,0
1,44,2,4,1,9.7,13,3,26,12,0,NA,1,0
0,37,2,3,0,1.7,1,2,116,17,0,NA,1,0
1,26,1,4,1,5.4,5,10,172,28,1,66,1,0
1,41,1,4,1,7,1,4,28,5,0,NA,1,0
1,43,1,5,0,8.4,3,4,106,15,0,NA,1,0
0,44,1,4,0,7.3,11,6,33,7,1,57,1,0
0,31,2,4,0,7,23,14,195,12,1,76,1,0
0,54,2,2,1,4.4,14,8,42,10,0,NA,1,0
1,42,1,3,0,6.2,13,3,42,7,0,NA,1,0
0,52,3,4,1,4.4,5,2,96,20,0,NA,1,0
0,37,3,1,1,1.3,5,2,211,20,0,NA,1,0
0,48,1,4,0,6,4,7,53,7,0,NA,1,0
1,44,1,2,0,10.1,2,2,19,12,0,NA,1,0
0,44,3,4,0,10.9,7,5,38,12,0,NA,1,0
1,32,1,4,0,9.1,7,2,20,10,0,NA,1,0
0,29,2,1,0,7.7,3,5,59,10,1,67,1,0
0,33,1,1,0,6.5,1,4,69,12,0,NA,1,0
0,31,3,4,1,8.9,12,2,85,20,0,NA,1,0
0,33,3,1,0,10.6,9,4,32,10,0,NA,1,0
0,32,3,1,0,9.9,15,3,70,15,0,NA,1,0
0,33,3,4,0,8.7,10,6,27,7,1,74,1,0
0,27,3,5,1,4.3,8,2,19,7,0,NA,1,0
0,64,2,1,1,9,10,3,99,20,0,NA,1,0
1,51,1,5,0,1,6,3,94,15,0,NA,1,0
0,47,3,4,0,4.4,20,2,96,12,0,NA,1,0
1,42,3,5,1,5.1,9,8,48,17,0,NA,1,0
0,40,2,3,0,1.1,19,2,95,17,0,NA,1,0
1,53,2,4,1,3.5,12,3,15,5,0,NA,1,0
0,49,3,3,1,10.3,29,4,54,10,0,NA,1,0
1,25,1,5,0,4.7,3,4,80,17,0,NA,1,0
1,54,2,4,1,2.9,6,5,60,25,0,NA,1,0
1,60,3,3,1,5.1,4,7,31,5,0,NA,1,0
1,47,2,3,1,2.8,14,2,155,15,0,NA,1,0
0,31,2,1,1,1.3,14,2,35,10,0,NA,1,0
1,43,1,3,0,10.5,1,11,142,17,1,61,1,0
1,33,1,4,0,3.1,2,6,212,20,1,46,1,0
0,37,2,1,0,4.6,19,8,111,10,0,NA,1,0
0,26,1,5,0,6.8,14,8,46,10,1,58,1,0
1,37,3,5,1,8.6,9,13,74,12,1,95,1,0
1,54,2,4,1,4.2,1,3,81,22,0,NA,1,0
1,25,2,5,1,2.5,13,2,93,12,0,NA,1,0
1,41,2,4,1,3.4,9,4,42,22,0,NA,1,0
1,38,1,4,0,3.4,16,5,71,10,1,57,1,0
0,51,2,4,0,3.7,6,2,30,10,0,NA,1,0
1,41,1,5,1,3.9,16,3,11,2,0,NA,1,0
0,45,2,3,0,2.9,3,4,54,22,0,NA,1,0
0,30,2,3,1,7.6,8,6,92,20,0,NA,1,0
0,41,2,3,0,8.3,2,4,94,15,0,NA,1,0
1,43,1,4,0,1.1,10,7,89,15,0,NA,1,0
0,30,3,4,1,5.3,6,2,37,17,0,NA,1,0
0,37,1,1,0,7.7,9,7,125,17,0,NA,1,0
0,43,2,2,0,6,3,5,47,7,0,NA,1,0
0,31,1,1,0,2.7,3,3,90,10,1,52,1,0
0,49,3,4,1,6.8,19,4,212,15,0,NA,1,0
0,34,2,4,0,7.1,14,4,20,5,1,72,1,0
0,37,3,2,1,1.3,10,2,106,17,0,NA,1,0
0,32,3,2,1,9.1,6,7,72,17,0,NA,1,0
0,30,2,2,0,10.8,3,2,40,25,0,NA,1,0
0,21,2,2,0,2.7,4,6,46,7,0,NA,1,0
0,29,3,1,1,7.6,16,3,28,7,1,86,1,0
0,31,2,2,1,2.8,7,2,74,12,0,NA,1,0
0,33,1,4,0,2.1,20,4,136,10,1,63,1,0
1,37,2,2,1,7.4,5,5,33,15,0,NA,1,0
1,61,2,5,1,7.7,5,3,23,7,0,NA,1,0
0,51,2,2,1,10.4,5,7,254,15,0,NA,1,0
0,30,3,3,1,8.9,5,8,61,12,0,NA,1,0
0,31,3,4,1,8.8,14,4,46,7,1,89,1,0
0,44,3,3,1,9.6,6,2,196,15,0,NA,1,0
1,38,1,5,1,7.1,12,3,24,7,0,NA,1,0
1,31,1,5,0,9.5,7,7,94,10,0,NA,1,0
0,29,3,5,0,4.6,4,5,135,28,0,NA,1,0
1,49,2,5,1,7.3,20,4,92,17,0,NA,1,0
1,38,2,5,1,9.8,2,4,24,7,0,NA,1,0
0,36,1,4,0,2.6,40,11,49,5,1,53,1,0
0,30,1,1,0,10.8,13,5,77,17,0,NA,1,0
1,41,1,4,0,1.7,4,4,33,15,0,NA,1,0
0,45,3,3,1,2.2,10,3,87,20,0,NA,1,0
0,36,2,1,1,10.5,4,4,38,15,0,NA,1,0
1,33,2,3,1,4.3,2,5,49,20,0,NA,1,0
0,34,1,4,0,2.7,5,8,42,12,1,52,1,0
1,36,1,2,1,3.5,3,5,65,17,0,NA,1,0
0,33,2,3,0,6.3,2,2,36,22,0,NA,1,0
1,24,1,5,1,3.5,13,6,42,10,1,72,1,0
0,47,3,3,1,3.8,38,4,12,2,1,82,1,0
0,36,3,2,1,5.2,6,2,44,10,0,NA,1,0
0,29,2,3,1,6.6,7,15,283,17,1,89,1,0
0,41,2,2,1,10.7,2,3,54,12,0,NA,1,0
0,28,2,1,1,7.9,13,3,74,12,1,85,1,0
0,22,2,3,1,2.7,3,4,45,15,1,78,1,0
0,43,3,2,1,2.8,14,2,68,7,0,NA,1,0
0,29,3,5,1,7.3,8,2,87,22,0,NA,1,0
0,48,3,2,1,2.3,14,8,54,15,0,NA,1,0
0,32,2,2,0,3.6,1,3,142,22,0,NA,1,0
1,28,1,5,0,2.7,20,2,29,10,0,NA,1,0
0,67,3,5,1,9.1,8,7,56,7,0,NA,1,0
1,46,2,5,1,7.6,13,5,24,7,0,NA,1,0
1,43,1,1,0,6.2,3,11,207,17,0,NA,1,0
0,47,3,1,1,8.7,16,4,36,12,0,NA,1,0
0,37,3,4,1,6.9,26,10,51,17,0,NA,1,0
0,45,3,3,0,4.2,1,5,81,10,0,NA,1,0
0,36,3,1,0,7.7,2,3,96,17,0,NA,1,0
1,37,1,4,0,3.6,8,7,31,7,1,51,1,0
1,34,1,3,1,4.2,3,19,299,35,1,48,1,0
1,44,1,5,0,4.2,4,3,38,17,0,NA,1,0
1,24,1,4,0,6,6,3,24,7,1,67,1,0
0,29,3,3,0,4.7,27,3,28,10,0,NA,1,0
1,37,2,4,1,7.4,4,5,44,20,0,NA,1,0
0,46,3,2,0,3.9,3,5,104,10,0,NA,1,0
1,24,2,2,0,5.9,21,7,47,17,1,71,1,0
0,24,3,1,1,2.9,20,5,27,10,0,NA,1,0
1,50,3,2,1,9.2,3,8,50,10,0,NA,1,0
1,58,1,3,1,8.4,16,2,28,7,0,NA,1,0
1,35,2,2,1,10.4,9,6,36,10,0,NA,1,0
0,42,3,2,0,10,9,4,30,10,0,NA,1,0
0,32,1,4,0,10.9,9,2,70,15,0,NA,1,0
0,25,1,3,0,5.1,12,5,15,2,1,59,1,0
0,32,3,2,0,7.5,19,5,51,10,0,NA,1,0
1,54,3,3,1,10.7,1,5,39,12,0,NA,1,0
0,39,1,1,0,1.5,4,2,94,12,0,NA,1,0
1,40,1,5,1,8.4,1,3,116,22,0,NA,1,0
0,31,2,4,0,6.2,1,7,83,20,0,NA,1,0
0,45,3,3,1,7.6,22,5,31,12,0,NA,1,0
0,33,2,1,0,1.8,6,5,167,28,0,NA,1,0
0,32,1,2,0,9.1,7,5,63,12,0,NA,1,0
0,29,1,4,0,7.1,11,9,44,10,0,NA,1,0
1,29,3,3,1,7.8,6,3,78,10,0,NA,1,0
0,32,2,4,0,5.1,25,3,39,10,0,NA,1,0
0,25,2,2,1,2.3,4,3,58,22,0,NA,1,0
1,38,1,3,0,8,2,3,422,30,0,NA,1,0
1,30,1,2,1,4.4,4,4,171,17,0,NA,1,0
0,28,2,5,0,2.9,14,3,17,5,0,NA,1,0
1,59,2,5,1,9.2,11,4,36,12,0,NA,1,0
0,40,2,1,0,7.8,4,2,21,7,0,NA,1,0
1,43,1,4,1,5.2,31,5,30,5,0,NA,1,0
0,47,2,3,0,3.6,7,4,64,20,0,NA,1,0
1,42,1,2,0,9.7,6,8,56,17,0,NA,1,0
1,46,1,5,1,3.5,12,4,66,28,0,NA,1,0
0,34,3,1,1,8.5,20,3,46,10,0,NA,1,0
0,28,3,3,0,8.4,13,3,103,22,0,NA,1,0
0,32,3,1,0,7.7,6,3,46,10,0,NA,1,0
0,24,3,1,0,2.8,2,5,55,20,0,NA,1,0
0,40,3,4,0,9.5,9,3,66,20,0,NA,1,0
0,24,2,4,0,1.2,9,12,52,12,1,65,1,0
1,24,2,5,0,2.8,22,2,25,7,1,63,1,0
1,31,2,1,0,8,41,2,43,7,0,NA,1,0
0,27,1,3,0,7.7,1,3,62,12,0,NA,1,0
1,44,3,3,1,9.3,6,3,30,7,0,NA,1,0
0,27,2,3,0,7.7,12,4,31,12,0,NA,1,0
0,42,1,3,0,3,16,2,54,10,0,NA,1,0
0,49,3,1,1,8.3,1,2,45,20,0,NA,1,0
1,29,1,2,0,3.8,8,4,149,20,0,NA,1,0
0,28,3,1,0,8.4,36,12,138,15,1,76,1,0
0,34,1,4,0,1.6,4,3,47,17,0,NA,1,0
0,45,1,3,0,10.2,5,3,173,17,0,NA,1,0
0,38,3,1,1,3.2,11,3,46,15,0,NA,1,0
0,24,1,1,0,2.7,4,3,16,7,1,55,1,0
0,24,3,2,0,1.9,11,2,48,17,0,NA,1,0
1,29,1,1,0,6.2,12,10,44,10,1,60,1,0
0,33,3,3,0,3.1,19,13,40,2,1,68,1,0
1,21,2,5,0,2.7,2,6,76,12,1,66,1,0
1,39,1,2,1,2.2,8,9,59,25,0,NA,1,0
1,30,1,5,0,1.9,6,5,63,20,1,46,1,0
0,39,3,1,1,5.4,7,4,17,5,1,79,1,0
0,33,1,3,0,8,6,2,174,15,0,NA,1,0
0,50,2,5,1,4.6,6,7,59,20,0,NA,1,0
0,43,2,1,0,5.5,21,10,35,5,1,74,1,0
0,46,3,1,1,2.1,14,3,47,12,0,NA,1,0
1,48,2,3,1,1,1,6,50,17,0,NA,1,0
0,27,2,3,1,5.1,3,5,31,12,0,NA,1,0
1,39,2,5,1,4.1,30,9,33,5,1,83,1,0
1,56,2,1,1,1.4,11,4,76,12,0,NA,1,0
0,26,1,5,0,4.1,7,6,71,20,0,NA,1,0
1,42,2,5,1,5.1,13,2,78,10,0,NA,1,0
0,31,1,1,1,8.9,2,3,45,17,0,NA,1,0
1,42,1,2,1,9.3,4,5,159,20,0,NA,1,0
1,32,1,1,0,9.8,10,3,57,20,0,NA,1,0
1,31,1,4,0,3.5,8,2,15,5,0,NA,1,0
1,28,1,5,0,3,1,6,49,20,0,NA,1,0
0,41,3,2,0,4.9,7,5,43,20,0,NA,1,0
0,25,3,2,0,4.6,7,2,15,5,0,NA,1,0
1,37,1,5,0,8.1,18,4,81,12,0,NA,1,0
0,31,3,1,1,10.7,19,6,137,17,0,NA,1,0
1,55,1,4,0,3.6,5,2,136,10,0,NA,1,0
1,28,2,5,1,7.3,8,2,123,20,0,NA,1,0
0,35,2,5,0,6.9,9,4,163,25,0,NA,1,0
0,28,2,1,0,4.9,3,3,102,15,0,NA,1,0
0,50,2,5,1,8.4,1,2,18,5,0,NA,1,0
0,33,2,1,0,9.1,1,2,199,22,0,NA,1,0
1,41,1,3,0,9.5,1,3,63,17,0,NA,1,0
1,44,1,1,1,6.7,12,6,22,5,0,NA,1,0
1,36,1,4,1,6.4,1,8,178,22,1,73,1,0
1,40,1,4,0,5.7,1,4,69,17,0,NA,1,0
0,55,1,4,1,1.4,10,10,36,5,0,NA,1,0
1,61,2,1,1,8.6,21,6,75,17,0,NA,1,0
1,36,1,5,0,1.5,14,2,38,7,0,NA,1,0
0,36,2,3,1,8.9,31,2,87,15,0,NA,1,0
0,28,1,5,0,2.6,17,8,51,15,1,48,1,0
1,58,3,5,1,6.3,1,8,99,10,0,NA,1,0
0,29,1,4,0,7.7,2,9,159,20,0,NA,1,0
0,34,3,3,1,8.8,14,2,60,12,0,NA,1,0
1,43,1,4,1,3,6,3,57,30,0,NA,1,0
1,38,1,3,0,5.5,10,4,17,5,1,63,1,0
1,54,2,4,0,9.6,5,4,105,17,0,NA,1,0
0,39,2,4,0,8,24,6,31,7,1,77,1,0
1,45,2,2,0,10.8,5,2,119,15,0,NA,1,0
0,30,3,1,0,7.7,29,7,69,17,1,72,1,0
0,40,1,3,0,3,18,4,28,7,0,NA,1,0
0,32,3,1,0,1.2,2,3,32,15,0,NA,1,0
1,49,2,3,1,7.3,1,7,118,22,0,NA,1,0
1,36,1,4,1,10.9,3,5,53,15,0,NA,1,0
1,34,3,2,1,9.6,3,5,37,20,1,102,1,0
0,32,2,4,0,9.6,11,3,41,22,0,NA,1,0
1,49,3,5,1,9.9,5,4,34,17,0,NA,1,0
0,27,3,1,0,8.5,18,2,20,10,0,NA,1,0
1,48,2,4,1,5.7,2,2,57,20,0,NA,1,0
0,31,3,5,1,1,6,3,49,12,1,73,1,0
1,38,1,4,0,5.5,4,4,32,7,0,NA,1,0
0,36,3,1,1,6.5,15,6,120,20,0,NA,1,0
0,26,3,3,0,5.5,10,2,39,17,0,NA,1,0
1,49,2,4,1,3.5,10,6,27,7,0,NA,1,0
1,30,1,3,1,2.5,10,2,13,5,0,NA,1,0
1,28,1,5,0,1.8,16,2,29,12,0,NA,1,0
0,30,1,4,0,3,14,3,51,15,0,NA,1,0
1,52,2,2,1,1.7,3,2,33,17,0,NA,1,0
1,28,1,3,0,6,14,2,63,10,1,64,1,0
0,34,2,5,1,5.4,3,7,46,20,0,NA,1,0
1,43,3,1,1,8.7,5,2,247,17,0,NA,1,0
1,34,2,5,1,2.4,1,4,81,25,0,NA,1,0
0,26,2,4,1,7.8,22,8,32,5,1,88,1,0
0,29,1,3,0,10.5,10,5,75,20,0,NA,1,0
0,38,3,1,0,7.8,3,8,60,30,0,NA,1,0
0,42,2,3,0,7.9,1,7,63,10,0,NA,1,0
1,54,1,3,0,2.8,17,8,69,12,0,NA,1,0
1,31,1,1,0,4.5,32,5,25,5,1,61,1,0
0,31,2,4,0,1.6,1,5,42,10,0,NA,1,0
0,37,2,1,0,1.6,3,4,58,20,0,NA,1,0
1,31,1,3,0,10.9,8,3,143,15,0,NA,1,0
1,51,2,4,1,7.7,6,3,239,30,0,NA,1,0
0,27,3,2,0,7.8,14,3,80,20,0,NA,1,0
0,26,3,1,0,3.3,6,3,83,22,0,NA,1,0
0,26,2,2,0,2.6,2,2,26,10,0,NA,1,0
1,29,2,4,0,8.3,13,2,65,17,1,75,1,0
1,39,2,3,1,7,11,2,28,15,0,NA,1,0
0,33,2,1,0,5.3,31,4,31,12,0,NA,1,0
0,36,3,1,0,3.1,13,4,12,2,1,63,1,0
0,41,2,3,1,2.8,14,5,42,22,0,NA,1,0
0,30,2,4,0,10,5,2,29,17,0,NA,1,0
0,31,1,2,0,9.7,1,15,183,12,1,53,1,0
1,48,3,3,1,10.2,17,3,124,12,0,NA,1,0
1,35,1,2,0,1.4,37,13,50,10,1,48,1,0
0,37,2,3,1,5.6,5,2,36,15,0,NA,1,0
0,25,1,1,0,2.3,2,6,187,20,0,NA,1,0
1,41,1,3,0,1.2,2,3,51,17,0,NA,1,0
1,61,1,2,0,5,19,9,103,17,0,NA,1,0
0,42,3,1,1,9.7,13,3,28,12,0,NA,1,0
0,21,3,3,0,1.1,39,5,173,17,1,66,1,0
1,46,2,2,1,3.4,4,4,51,10,0,NA,1,0
1,27,1,5,0,5,5,6,52,20,1,54,1,0
1,32,2,2,1,10.7,5,5,160,17,0,NA,1,0
0,34,3,1,1,10.2,5,2,89,25,0,NA,1,0
1,40,1,3,0,6.3,11,2,17,10,0,NA,1,0
1,62,2,2,1,3.9,1,8,54,10,0,NA,1,0
0,46,1,4,0,2.4,8,2,35,12,0,NA,1,0
0,25,3,3,1,6.5,7,2,29,10,0,NA,1,0
1,40,2,2,1,9.2,5,3,56,20,0,NA,1,0
0,25,1,3,0,5.5,18,7,48,10,1,58,1,0
1,46,1,5,1,10.5,7,3,48,12,0,NA,1,0
0,51,3,2,1,6,2,4,139,25,0,NA,1,0
0,36,3,4,0,9.6,2,9,101,15,1,73,1,0
1,40,1,5,0,7.4,2,4,74,12,0,NA,1,0
0,30,3,3,0,8.2,1,5,201,15,0,NA,1,0
1,58,2,5,1,10.8,4,2,25,12,0,NA,1,0
1,29,1,4,0,3.3,8,3,43,12,1,60,1,0
0,24,2,2,0,4.9,4,2,45,10,0,NA,1,0
0,26,1,1,0,7.2,7,7,94,17,0,NA,1,0
0,36,2,1,0,6.2,12,4,42,7,1,67,1,0
0,29,1,5,0,5.3,1,2,50,10,0,NA,1,0
0,48,1,4,0,2.2,9,2,58,10,0,NA,1,0
0,34,2,2,0,6.5,8,2,39,10,1,64,1,0
1,34,1,3,1,9.2,2,2,73,22,0,NA,1,0
1,44,1,3,0,2.1,13,5,36,12,0,NA,1,0
1,43,2,3,0,3.3,3,14,96,22,0,NA,1,0
0,27,3,4,1,5.6,20,2,54,15,0,NA,1,0
0,57,2,1,1,6.9,6,3,51,17,0,NA,1,0
0,28,1,1,0,7.2,1,2,54,12,0,NA,1,0
0,45,3,2,1,1.4,4,2,33,7,0,NA,1,0
1,61,3,2,1,2.8,1,2,28,12,0,NA,1,0
1,46,2,3,1,5.6,1,2,21,12,0,NA,1,0
0,35,3,4,1,2.2,9,2,48,20,0,NA,1,0
0,27,2,5,0,6.6,3,3,24,7,0,NA,1,0
1,40,1,2,0,5.9,8,4,138,10,0,NA,1,0
1,34,1,2,0,4.7,5,4,26,12,0,NA,1,0
1,41,1,5,1,6.2,17,4,90,10,0,NA,1,0
0,50,2,4,0,8.3,7,5,310,22,0,NA,1,0
0,48,2,2,0,1.6,3,6,117,22,0,NA,1,0
0,38,2,3,0,9.4,3,5,64,17,0,NA,1,0
1,45,1,2,1,10.5,2,5,59,7,0,NA,1,0
1,46,3,5,1,2.5,27,7,75,10,0,NA,1,0
0,31,3,1,0,11,1,6,66,20,0,NA,1,0
1,44,1,5,0,5.7,7,2,25,17,0,NA,1,0
1,39,1,5,0,8.1,11,2,34,10,0,NA,1,0
0,36,2,1,0,1.6,7,2,27,17,0,NA,1,0
1,44,1,5,0,8.7,1,8,38,7,0,NA,1,0
1,32,1,3,0,7.4,1,3,260,20,1,64,1,0
1,59,2,3,1,7.8,22,11,75,10,1,103,1,0
0,27,2,1,0,5.5,11,5,36,12,0,NA,1,0
0,25,2,1,1,7,1,4,108,17,0,NA,1,0
0,33,1,1,0,1.8,9,2,16,5,1,56,1,0
0,33,2,2,0,4.7,11,6,124,12,0,NA,1,0
1,40,1,3,0,7.5,2,6,57,17,1,61,1,0
1,31,2,3,0,10.5,11,2,34,25,0,NA,1,0
0,32,1,1,0,5.5,5,5,105,17,0,NA,1,0
0,47,1,1,1,2.7,3,4,87,20,0,NA,1,0
0,27,2,1,0,3.1,5,4,86,17,0,NA,1,0
0,28,1,2,0,9.8,10,4,44,12,0,NA,1,0
0,28,1,4,0,2,2,2,70,10,1,52,1,0
1,66,1,3,1,9.8,7,5,126,15,0,NA,1,0
0,34,3,2,0,7.3,11,8,45,10,0,NA,1,0
0,56,1,3,1,10.4,4,7,105,15,0,NA,1,0
1,64,3,4,1,3.8,52,13,41,2,1,92,1,0
0,33,1,3,0,8.6,1,3,84,15,0,NA,1,0
0,38,1,2,0,7.8,28,5,37,12,1,63,1,0
1,30,1,4,0,10.4,6,2,25,12,1,79,1,0
0,28,2,4,1,2.9,6,2,31,12,0,NA,1,0
1,50,1,3,1,5.8,2,5,30,10,0,NA,1,0
1,39,3,2,1,1.3,12,4,34,10,1,76,1,0
1,70,3,3,1,2.3,24,2,13,5,0,NA,1,0
0,28,2,1,0,9.1,2,5,133,20,0,NA,1,0
1,43,1,3,0,8.1,13,10,66,10,0,NA,1,0
0,38,3,1,0,2,11,7,85,17,0,NA,1,0
1,31,2,4,0,4.9,5,4,101,20,0,NA,1,0
1,43,1,4,0,5.4,2,2,100,17,0,NA,1,0
0,41,3,3,1,7.8,34,2,51,12,0,NA,1,0
0,34,3,4,0,11,29,9,78,10,1,81,1,0
0,35,1,1,0,3.8,8,2,178,20,0,NA,1,0
1,45,3,5,1,9.4,4,6,51,17,0,NA,1,0
1,35,2,5,0,2.4,3,3,25,10,0,NA,1,0
0,22,1,2,0,3.8,6,3,16,7,1,53,1,0
0,35,1,4,0,7.9,4,5,44,10,1,63,1,0
0,35,3,1,0,3,37,5,34,10,0,NA,1,0
1,45,1,4,0,9.2,32,5,25,7,1,76,1,0
0,26,1,1,0,5.9,7,4,36,12,0,NA,1,0
0,27,1,1,0,5.5,37,2,32,10,0,NA,1,0
0,28,1,2,0,7.8,3,7,39,15,0,NA,1,0
